Node-Id;Titel;Url;Bezugsquelle;Spider;Liste
4679e5f2-6cc7-4880-bb4f-b9e694df5e9a;digiLL;https://digill.de/;wirlernenonline_spider;wirlernenonline_spider;whitelist
0a5fd243-5479-4d0f-9a6d-976c6b327223;digital.learning.lab;https://digitallearninglab.de/tools?page=1&sorting=-latest;;;whitelist
80bd5688-c7df-4eb2-9f3c-f259d595af26;dwu-Unterrichtsmaterialien: Physik und Mathematik;https://dwu-unterrichtsmaterialien.de;dwu_spider;dwu_spider;whitelist
e61bb92a-2f37-402c-b1f9-50d1e996cc74;eBildungslabor | Impulse, Beratung und Unterstützung für gutes Lernen in einer Kultur der Digitalität von Nele Hirsch;https://ebildungslabor.de/;;;whitelist
58c6ef3e-590f-439c-82f8-1c52cec1911a;iMooX;https://imoox.at/mooc/;wirlernenonline_spider;wirlernenonline_spider;whitelist
b6c807a9-4e6e-4a1f-b802-fac016fecbf2;iRights;https://irights.info/;irights_spider;irights_spider;whitelist
73d49437-5de8-4aae-b331-cbda8913730c;iRights (2);https://irights.info/;irights_spider;irights_spider;whitelist
7cdb6c2c-4573-47d2-a816-4fd92de93b61;kids.digilab.berlin;https://redaktion.openeduhub.net/edu-sharing/components/render/7cdb6c2c-4573-47d2-a816-4fd92de93b61;;;whitelist
f18ded7d-0b69-4122-9385-4cf64c1c6cf9;klassenarbeiten.de;https://www.klassenarbeiten.de/;wirlernenonline_spider;wirlernenonline_spider;whitelist
b0b7aadc-adf8-40b0-b096-e98c63d0af00;rpi-virtuell;https://material.rpi-virtuell.de/;rpi_virtuell_spider;rpi_virtuell_spider;whitelist
abc7640a-02bf-4fea-aa67-07fb8d6ab1db;so geht MEDIEN: Unterrichtsmaterial für alle Schularten;https://redaktion.openeduhub.net/edu-sharing/components/render/abc7640a-02bf-4fea-aa67-07fb8d6ab1db;;;whitelist
b148e82f-a3e1-4217-9868-f5a894d91587;twillo - Lehre teilen;https://www.twillo.de/edu-sharing/components/collections?scope=EDU_ALL;;;whitelist
85b91313-e807-4501-b4ac-d8edaad091e5;"Übersicht Musterverträge
- IHK Frankfurt am Main";https://www.frankfurt-main.ihk.de/recht/mustervertraege/uebersicht;;;whitelist
fc2698fa-80af-46d0-832a-73f7ad3c13ba;(KUDIVI  2) Grundlagen zur Digitalisierung: Mobile digitale Medien im Kunstunterricht;https://www.youtube.com/watch?v=9Np-d5deNQc;;;blacklist
5cccf003-eafb-463d-82e1-434298e4be8b;(KUDIVI  2) Grundlagen zur Digitalisierung: Mobile digitale Medien im Kunstunterricht;https://www.youtube.com/watch?v=9Np-d5deNQc;;;blacklist
b9bb9eeb-1328-4bec-9089-51d6edbf4b41;(KUDIVI 1) Potentiale mobiler digitaler Medien: Mobile digitale Medien im Kunstunterricht;https://www.youtube.com/watch?v=_chLtm-b5vw;;;blacklist
